Hawaii Ocean Time-series : 30-May-2024 15:46:32
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
 78, 961211,  630, 1830,  1,  150,  0.055, 35.0497,   28021,  286344,    1014,     283,
 79, 970108,  545, 1735,  1,    5,  0.088, 34.9400,  255749,  443230,    2951,    1761,
 79, 970108,  545, 1735,  1,   25,  0.075, 34.9395,  256655,  447801,    2765,    1693,
 79, 970108,  545, 1735,  1,   45,  0.094, 34.9606,  241676,  441681,    2756,    2554,
 79, 970108,  545, 1735,  1,   75,  0.221, 35.0298,  174141,  449748,     620,    4058,
 79, 970108,  545, 1735,  1,  100,  0.140, 35.0802,   66484,  368992,      84,    1854,
 79, 970108,  545, 1735,  1,  125,  0.094, 35.0909,   38450,  299531,      17,    1036,
 79, 970108,  545, 1735,  1,  150,  0.054, 35.0615,   49847,  331430,     151,     570,
 79, 970108,  545, 1735,  1,  175,  0.022, 35.0340,    5260,  235670,      33,     183,
 80, 970218,  500, 1900,  1,    5,  0.097, 34.9311,  233090,  437549,    2282,     755,
 80, 970218,  500, 1900,  1,   25,  0.096, 34.9311,  225847,  451275,    2179,     821,
 80, 970218,  500, 1900,  1,   45,  0.094, 34.9297,  238370,  468257,    2054,     774,
 80, 970218,  500, 1900,  1,   75,  0.125, 34.9297,  258207,  453463,    2274,     741,
 80, 970218,  500, 1900,  1,  100,  0.198, 34.9268,  179610,  427568,    1924,    1807,
 80, 970218,  500, 1900,  1,  125,  0.222, 34.9738,   87289,  395362,     717,    1351,
 80, 970218,  500, 1900,  1,  175,  0.072, -9.0000,   21104,  315482,     365,     448,
 81, 970312,  630, 1840,  1,    5,  0.091, 35.0803,  258178,  539664,    2850,    3845,
 81, 970312,  630, 1840,  1,   25,  0.084, 35.0516,  270827,  570112,    2552,    3926,
 81, 970312,  630, 1840,  1,   45,  0.098, -9.0000,  311573,  513103,    2887,    3735,
 81, 970312,  630, 1840,  1,   75,  0.173, 35.0984,  199354,  315593,    1796,    1158,
 81, 970312,  630, 1840,  1,  100,  0.273, 35.0751,  139119,  435923,      34,    3136,
 81, 970312,  630, 1840,  1,  125,  0.127, 35.0341,   39611,  308949,       0,     518,
 81, 970312,  630, 1840,  1,  150,  0.054, 34.9397,   11033,  244023,      17,     283,
 82, 970409,  500, 1900,  1,    5,  0.064, 34.9722,  189306,  441781,    2182,    1225,
 82, 970409,  500, 1900,  1,   25,  0.076, 34.9696,  222910,  494288,    2999,    1499,
 82, 970409,  500, 1900,  1,   45,  0.086, 35.0520,  224554,  511612,    2872,    2620,
 82, 970409,  500, 1900,  1,   75,  0.266, 35.0159,   63669,  370485,     715,    1847,
 82, 970409,  500, 1900,  1,  100,  0.119, 34.9813,   33262,  234240,       0,    1376,
 82, 970409,  500, 1900,  1,  125,  0.031, 34.8482,    2610,  183611,      33,     215,
 82, 970409,  500, 1900,  1,  150,  0.010, 34.7042,      83,  157136,       0,      17,
 82, 970409,  500, 1900,  1,  175,  0.022, 34.6649,    3582,  178738,      33,     132,
 83, 970507,  520, 1930,  1,    5,  0.075, 34.8635,  211081,  382268,    2594,     870,
 83, 970507,  520, 1930,  1,   25,  0.087, 34.8742,  220411,  389080,    1256,     921,
 83, 970507,  520, 1930,  1,   45,  0.125, 34.8974,  216360,  448029,    1044,     573,
 83, 970507,  520, 1930,  1,   75,  0.175, 34.9152,  247461,  437110,    1583,     572,
 83, 970507,  520, 1930,  1,  100,  0.256, 34.9959,  135187,  423012,     487,    1209,
 83, 970507,  520, 1930,  1,  125,  0.131, 35.0417,   42810,  347812,       0,    1267,
 83, 970507,  520, 1930,  1,  150,  0.042, 35.0536,   11465,  279871,      67,     300,
 83, 970507,  520, 1930,  1,  175,  0.016, 35.0128,    2598,  210554,      17,      83,
 84, 970604,  500, 1900,  1,    5,  0.057, 34.8820,  146171,  306836,     634,     388,
 84, 970604,  500, 1900,  1,   25,  0.055, 34.8871,  147580,  303794,     599,     916,
 84, 970604,  500, 1900,  1,   45,  0.084, 34.8865,  194374,  356836,    1351,    1092,
 84, 970604,  500, 1900,  1,   75,  0.095, 34.9374,  180503,  366185,    1668,    1245,
 84, 970604,  500, 1900,  1,  100,  0.157, 34.9900,  187984,  319462,    1409,    1163,
 84, 970604,  500, 1900,  1,  125,  0.255, 35.0197,   92424,  290063,     188,    2020,
 84, 970604,  500, 1900,  1,  150,  0.076, 35.0435,   15527,  210289,       0,     587,
 84, 970604,  500, 1900,  1,  175,  0.010, 35.0105,    1010,  138936,     411,      23,
 85, 970709,  530, 1930,  1,    5,  0.077, 35.0565,  218242,  419692,    1085,     751,
 85, 970709,  530, 1930,  1,   25,  0.084, 35.0572,  219850,  414516,     933,     617,
 85, 970709,  530, 1930,  1,   45,  0.070, 35.0581,  217215,  403033,    1068,     334,
 85, 970709,  530, 1930,  1,   75,  0.113, 34.9779,  265093,  519159,    1824,     753,
 85, 970709,  530, 1930,  1,  100,  0.207, 35.0190,  210390,  450960,    1318,     884,
 85, 970709,  530, 1930,  1,  125,  0.182, 35.0573,   67188,  356860,      17,    1045,
 85, 970709,  530, 1930,  1,  150,  0.056, 35.0672,   14625,  257946,       0,     347,
 86, 970802,  530, 2000,  1,    5,  0.054, 35.1244,  286532,  683614,    1921,    1112,
 86, 970802,  530, 2000,  1,   25,  0.059, 35.1249,  289140,  705714,    1686,     102,
 86, 970802,  530, 2000,  1,   45,  0.069, 35.1206,  355348,  755997,    2147,    1031,
 86, 970802,  530, 2000,  1,   75,  0.121, 35.0701,  347530,  739464,    3260,    1098,
 86, 970802,  530, 2000,  1,  100,  0.225, 35.0528,  306572,  577396,    2579,    1230,
 86, 970802,  530, 2000,  1,  125,  0.124, 35.0916,   54126,  347243,       0,    1317,
 86, 970802,  530, 2000,  1,  150,  0.055, 35.0705,   20018,  282359,       0,     764,
 86, 970802,  530, 2000,  1,  175,  0.048, 35.0552,   21853,  413774,       0,     301,
 87, 970925,  530, 1830,  1,    5,  0.055, 35.2321,  252805,  496711,     961,     691,
 87, 970925,  530, 1830,  1,   25,  0.058, 35.2322,  253272,  505281,     926,     724,
 87, 970925,  530, 1830,  1,   45,  0.055, 35.2112,  218397,  489753,    1212,     825,
 87, 970925,  530, 1830,  1,   75, -9.000, -9.0000,  314746,  536513,    2414,     962,
 87, 970925,  530, 1830,  1,  100,  0.188, 35.0574,  293800,  474110,    2394,     809,
 87, 970925,  530, 1830,  1,  125,  0.184, 35.0631,   92427,  382462,       0,    1553,
 87, 970925,  530, 1830,  1,  150,  0.080, 35.0939,   25387,  268568,       0,     748,
 89, 980111,  630, 1845,  1,    5,  0.084, 35.1220,  215427,  371701,    3383,     825,
 89, 980111,  630, 1845,  1,   25,  0.078, 35.1598,  189529,  363136,    8787,    1236,
 89, 980111,  630, 1845,  1,   45,  0.084, 35.2324,  200745,  369299,    9823,    1103,
 89, 980111,  630, 1845,  1,   75,  0.238, -9.0000,   95173,  328647,     849,     532,
 89, 980111,  630, 1845,  1,  100,  0.239, 35.2550,   75949,  310073,    1115,    1082,
 89, 980111,  630, 1845,  1,  125,  0.150, 35.0994,   40065,  215599,     430,     744,
 89, 980111,  630, 1845,  1,  150,  0.034, 34.9444,    3167,  162709,     198,      66,
 89, 980111,  630, 1845,  1,  175,  0.044, 34.9539,    6536,  217525,     594,     248,
 90, 980219,  655, 1840,  1,    5,  0.081, 35.2639,  186091,  432156,    3402,    1123,
 90, 980219,  655, 1840,  1,   25,  0.082, 35.2457,  218451,  414511,    3486,    1089,
 90, 980219,  655, 1840,  1,   45,  0.084, 35.2482,  214235,  398133,    3943,     940,
 90, 980219,  655, 1840,  1,   75,  0.176, 35.2499,  241853,  428521,    5162,    1076,
 90, 980219,  655, 1840,  1,  100,  0.285, 35.1939,   95651,  322681,     366,    2364,
 90, 980219,  655, 1840,  1,  125,  0.129, 35.0979,   33037,  226478,      33,     612,
 91, 980318,  720, 1909,  1,    5,  0.079, 35.1829,  235799,  377275,    2774,     500,
 91, 980318,  720, 1909,  1,   25,  0.073, 35.1653,  275955,  340261,    2546,     913,
 91, 980318,  720, 1909,  1,   45, -9.000, 35.1543,  286210,  376273,    2005,     931,
 91, 980318,  720, 1909,  1,   75,  0.192, 35.2105,  209035,  285136,    2164,    1177,
 91, 980318,  720, 1909,  1,  100,  0.206, 35.2043,   75644,  258782,     417,    2399,
 91, 980318,  720, 1909,  1,  125,  0.119, 35.1695,   36091,  232182,     295,    1803,
 91, 980318,  720, 1909,  1,  150,  0.089, -9.0000,   16776,  197000,      68,    1229,
 91, 980318,  720, 1909,  1,  175,  0.074, 35.0647,   10866,  209108,     480,     840,
 92, 980415,  530, 1900,  1,    5,  0.099, 35.2087,  136871,  152662,    1629,    1130,
 92, 980415,  530, 1900,  1,   25,  0.099, 35.2087,  148663,  172575,    1664,     499,
 92, 980415,  530, 1900,  1,   45,  0.103, 35.2123,  162503,  204114,    2379,     632,
 92, 980415,  530, 1900,  1,   75,  0.124, 35.2138,  156174,  265607,    2808,     764,
 92, 980415,  530, 1900,  1,  100,  0.254, 35.2219,   74508,  233124,     876,    2263,
 92, 980415,  530, 1900,  1,  125,  0.144, 35.2812,   40144,  229515,     862,    1309,
 92, 980415,  530, 1900,  1,  150,  0.109, 35.1521,   19835,  186548,     590,     393,
 93, 980513,  430, 1900,  1,    5,  0.067, 35.3030,  138522,  205878,    1204,     643,
 93, 980513,  430, 1900,  1,   25,  0.088, 35.3119,  176239,  232006,    1303,     709,
 93, 980513,  430, 1900,  1,   45,  0.131, 35.3211,  202565,  251404,    1588,     480,
 93, 980513,  430, 1900,  1,   75,  0.152, 35.3191,  177588,  232337,    1750,     363,
 93, 980513,  430, 1900,  1,  100,  0.210, 35.3138,  146753,  210483,    1302,     132,
 93, 980513,  430, 1900,  1,  125,  0.222, 35.2271,   73864,  225129,     312,     674,
 93, 980513,  430, 1900,  1,  150,  0.104, 35.1284,   19572,  193252,      16,     311,
 93, 980513,  430, 1900,  1,  175,  0.104, 35.1403,   10860,  213054,     377,     230,
 94, 980617,  530, 1915,  1,    5,  0.072, 35.2776,  103125,  351413,    1277,     664,
 94, 980617,  530, 1915,  1,   25,  0.074, 35.2768,  162317,  322116,    1375,     679,
 94, 980617,  530, 1915,  1,   45,  0.072, 35.2798,  152047,  269126,    1490,     878,
 94, 980617,  530, 1915,  1,   75,  0.133, 35.2720,  238507,  265405,    1508,     547,
 94, 980617,  530, 1915,  1,  100,  0.226, 35.2973,  226376,  216869,    1143,     364,
 94, 980617,  530, 1915,  1,  125,  0.251, 35.2592,   83408,  198939,     379,     856,
 94, 980617,  530, 1915,  1,  150,  0.108, -9.0000,   24473,  170870,     148,     230,
 94, 980617,  530, 1915,  1,  175,  0.052, 35.1788,    6605,  146991,      82,     131,
 95, 980715,  530, 1830,  1,    5,  0.093, 35.3772,  206604,  549632,    1943,    1156,
 95, 980715,  530, 1830,  1,   25,  0.076, 35.3822,  207771,  546650,    2043,    1222,
 95, 980715,  530, 1830,  1,   45,  0.079, 35.3784,  209868,  485833,    2342,    1154,
 95, 980715,  530, 1830,  1,   75,  0.130, 35.3179,  296729,  509485,    2550,     570,
 95, 980715,  530, 1830,  1,  100,  0.192, 35.2391,  162217,  382992,    2096,     599,
 95, 980715,  530, 1830,  1,  125,  0.198, 35.1158,   67735,  332595,     314,     677,
 95, 980715,  530, 1830,  1,  150,  0.078, 35.0175,   22189,  247080,     328,     230,
 95, 980715,  530, 1830,  1,  175,  0.033, 34.8995,    4784,  222405,     426,     115,
 96, 980810,  520, 1930,  1,    5,  0.173, 35.1661,  191024,  494230,     942,     370,
 96, 980810,  520, 1930,  1,   25,  0.192, 35.1634,  204649,  469500,    1497,     353,
 96, 980810,  520, 1930,  1,   45,  0.107, 35.1579,  254031,  429974,    1496,     387,
 96, 980810,  520, 1930,  1,   75,  0.163, 35.1569,  244882,  392002,    1522,     418,
 96, 980810,  520, 1930,  1,  100,  0.184, 35.1690,   90859,  339139,      33,    1448,
 96, 980810,  520, 1930,  1,  125,  0.175, 35.1559,   51198,  256587,      83,     880,
 96, 980810,  520, 1930,  1,  150,  0.100, 35.2061,   25307,  214208,      49,     313,
 96, 980810,  520, 1930,  1,  175,  0.093, 35.0932,   27615,  274099,     149,     514,
 97, 980928,  530, 1913,  1,    5,  0.055, 35.2986,  162146,  505829,    1871,     317,
 97, 980928,  530, 1913,  1,   25,  0.055, 35.2969,  201959,  477103,    1560,     424,
 97, 980928,  530, 1913,  1,   45,  0.052, 35.3197,  184301,  518592,    1914,     369,
 97, 980928,  530, 1913,  1,   75,  0.133, 35.1898,  294190,  573480,    5395,     372,
 97, 980928,  530, 1913,  1,  100,  0.190, 35.2038,  288846,  420103,    2401,     369,
 97, 980928,  530, 1913,  1,  125,  0.209, 35.2308,  105848,  331066,     299,    1495,
 97, 980928,  530, 1913,  1,  150,  0.074, 35.1978,   20806,  218353,     214,     230,
 97, 980928,  530, 1913,  1,  175,  0.046, 35.1414,    7582,  312802,     496,     215,
 97, 980928,  530, 1913,  2,    5,  0.059, 35.3017,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,   25,  0.055, 35.2920,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,   45,  0.068, 35.2950,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,   75,  0.145, 35.1822,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,  100,  0.193, 35.2032,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,  125,  0.224, 35.2157,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,  150,  0.102, 35.2097,      -9,      -9,      -9,      -9,
 97, 980928,  530, 1913,  2,  175,  0.033, 35.1410,      -9,      -9,      -9,      -9,
 98, 981019,  549, 1751,  1,    5,  0.076, 35.3390,  226758,  332959,     986,     217,
 98, 981019,  549, 1751,  1,   25,  0.072, 35.3460,  232476,  360712,    1090,     302,
 98, 981019,  549, 1751,  1,   45,  0.068, 35.3678,  206557,  372989,    1348,     253,
 98, 981019,  549, 1751,  1,   75,  0.176, 35.2243,  299006,  418147,    2461,     152,
 98, 981019,  549, 1751,  1,  100,  0.232, 35.2490,  120764,  356977,    1872,     635,
 98, 981019,  549, 1751,  1,  125,  0.177, 35.1976,   57276,  328446,     149,    1013,
 98, 981019,  549, 1751,  1,  150,  0.120, 35.0960,   30028,  247572,    1014,     631,
 98, 981019,  549, 1751,  1,  175,  0.096, 35.1444,   20121,  301648,     315,     299,
 98, 981019,  549, 1751,  2,    5,  0.067, 35.3386,  236558,  343056,    1081,    2635,
 98, 981019,  549, 1751,  2,   25,  0.066, 35.3378,  246921,  348180,    1033,    1050,
 98, 981019,  549, 1751,  2,   45,  0.068, 35.3406,  342578,  344608,      -9,    1627,
 98, 981019,  549, 1751,  2,   75,  0.183, 35.3087,  298296,  376844,    2384,    1843,
 98, 981019,  549, 1751,  2,  100, -9.000, 35.2425,  194668,  373216,    4276,    3988,
 98, 981019,  549, 1751,  2,  125,  0.207, 35.2128,   66065,  353420,     370,    2254,
 98, 981019,  549, 1751,  2,  150,  0.095, 35.2238,   21704,  274176,     657,    2374,
 98, 981019,  549, 1751,  2,  175,  0.067, 35.1333,   24169,  269204,     182,     779,
 99, 981111,  630, 1800,  1,    5,  0.091, 35.4495,  188941,  419835,     892,     118,
 99, 981111,  630, 1800,  1,   25,  0.091, 35.4539,  168222,  382125,     810,     135,
 99, 981111,  630, 1800,  1,   45,  0.090, 35.4485,  177932,  412024,    1039,     151,
 99, 981111,  630, 1800,  1,   75,  0.214, 35.3335,  188789,  443288,    1607,     305,
 99, 981111,  630, 1800,  1,  100,  0.142, 35.2101,   38483,  312678,     200,    1582,
 99, 981111,  630, 1800,  1,  125,  0.085, 35.1228,   22279,  245252,     398,     431,
 99, 981111,  630, 1800,  1,  150,  0.039, 34.9788,    9091,  184149,    1808,     133,
 99, 981111,  630, 1800,  2,    5,  0.090, 35.4404,  243483,  388289,    1307,     721,
 99, 981111,  630, 1800,  2,   25,  0.085, 35.4434,  252094,  357619,    1089,    2109,
 99, 981111,  630, 1800,  2,   45,  0.090, 35.4429,  244715,  409283,    1009,     891,
 99, 981111,  630, 1800,  2,   75,  0.192, 35.3350,  283137,  391473,     779,     559,
 99, 981111,  630, 1800,  2,  100,  0.213, 35.2497,  101064,  378980,     705,    3457,
 99, 981111,  630, 1800,  2,  125,  0.088, 35.1337,   28103,  255265,      50,     794,
 99, 981111,  630, 1800,  2,  150,  0.045, 35.0059,   12377,  232321,      50,     463,
 99, 981111,  630, 1800,  2,  175,  0.021, 34.7773,   37182,  205172,     216,      -9,
100, 981209,  630, 1500,  1,    5,  0.102, 35.2970,  225445,  446961,    1956,     388,
100, 981209,  630, 1500,  1,   25,  0.103, 35.2958,  228208,  390251,    2336,     521,
100, 981209,  630, 1500,  1,   45,  0.098, 35.3097,  223933,  390754,    2511,     607,
100, 981209,  630, 1500,  1,   75,  0.140, 35.2909,  145701,  393827,    1291,     335,
100, 981209,  630, 1500,  1,  100,  0.117, 35.2857,  104724,  350249,    1450,     843,
100, 981209,  630, 1500,  1,  125,  0.092, 35.2083,   29557,  278798,     665,     781,
100, 981209,  630, 1500,  2,    5,  0.116, 35.2957,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,   25,  0.108, 35.2940,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,   45,  0.108, 35.2992,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,   75,  0.134, 35.2939,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,  100,  0.158, 35.2922,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,  125,  0.173, 35.1916,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,  150,  0.065, 35.1991,      -9,      -9,      -9,      -9,
100, 981209,  630, 1500,  2,  175,  0.028, 35.1847,      -9,      -9,      -9,      -9,
101, 990113,  654, 1850,  1,    5,  0.135, 35.2212,  161341,  278250,    2395,    1354,
101, 990113,  654, 1850,  1,   25,  0.141, 35.2243,  178656,  349446,    2433,     867,
101, 990113,  654, 1850,  1,   45,  0.135, 35.2209,  173814,  338149,    2299,    1340,
101, 990113,  654, 1850,  1,   75,  0.136, 35.2244,  173988,  328911,    2410,    1337,
101, 990113,  654, 1850,  1,  100,  0.115, 35.2248,  141950,  365083,     877,     943,
101, 990113,  654, 1850,  1,  125,  0.089, 35.2308,   19359,  301741,     539,     816,
101, 990113,  654, 1850,  1,  150,  0.049, 35.1487,    8041,  207003,     747,     585,
101, 990113,  654, 1850,  2,    5,  0.140, 35.2159,  276730,  360796,    2617,    1300,
101, 990113,  654, 1850,  2,   25,  0.144, 35.2163,  318095,  397945,    3080,    1574,
101, 990113,  654, 1850,  2,   45,  0.135, 35.2163,  284608,  405358,    3432,    1589,
101, 990113,  654, 1850,  2,   75,  0.143, 35.2186,  281585,  405411,    3173,    1877,
101, 990113,  654, 1850,  2,  100,  0.140, 35.2185,  278483,  252947,    3319,    3989,
101, 990113,  654, 1850,  2,  125,  0.089, 35.2259,   25362,  300322,     101,    1567,
101, 990113,  654, 1850,  2,  150,  0.051, 35.1453,   12846,  285691,     132,     214,
101, 990113,  654, 1850,  2,  175,  0.023, 35.0981,    3267,  182884,      33,     280,
102, 990218,  600, 1805,  1,    5,  0.087, 35.3517,  173679,  398148,    5906,    1345,
102, 990218,  600, 1805,  1,   25,  0.109, 35.3377,  214736,  389421,    7249,    1104,
102, 990218,  600, 1805,  1,   45,  0.122, 35.2965,  197799,  401578,    5865,     904,
102, 990218,  600, 1805,  1,   75,  0.265, 35.3470,  151254,  425993,    3854,     508,
102, 990218,  600, 1805,  1,  100,  0.244, 35.3627,   63285,  384364,     213,     295,
102, 990218,  600, 1805,  1,  125,  0.108, 35.1309,   28317,  257752,      65,      16,
102, 990218,  600, 1805,  1,  150,  0.092, 35.1270,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  1,  175,  0.012, 34.8678,     662,  166697,     743,       0,
102, 990218,  600, 1805,  2,    5,  0.085, 35.3506,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,   25,  0.093, 35.3496,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,   45,  0.160, 35.3273,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,   75,  0.236, 35.3306,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,  100,  0.241, 35.3487,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,  125,  0.211, 35.3818,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,  150,  0.068, 35.0781,      -9,      -9,      -9,      -9,
102, 990218,  600, 1805,  2,  175,  0.017, 34.9574,      -9,      -9,      -9,      -9,
103, 990317,  524, 1800,  1,    5,  0.085, 35.2008,  208186,  448054,    2018,    1017,
103, 990317,  524, 1800,  1,   25,  0.105, 35.1975,  244380,  491596,    2639,    1369,
103, 990317,  524, 1800,  1,   45,  0.199, 35.2829,  291591,  498764,    2747,    1555,
103, 990317,  524, 1800,  1,   75,  0.179, 35.3166,  279509,  467964,    5292,    1418,
103, 990317,  524, 1800,  1,  100,  0.269, 35.3581,   76426,  382405,     212,     423,
103, 990317,  524, 1800,  1,  125,  0.140, 35.4102,   29124,  341427,     114,      81,
103, 990317,  524, 1800,  1,  150,  0.103, 35.1841,   59973,  309487,     910,     260,
103, 990317,  524, 1800,  1,  175,  0.049, 35.0495,   26432,  244651,     326,     163,
103, 990317,  524, 1800,  2,    5,  0.096, 35.1912,      -9,      -9,      -9,      -9,
103, 990317,  524, 1800,  2,   25,  0.092, 35.1905,      -9,      -9,      -9,      -9,
104, 990414,  625, 2135,  1,    5,  0.114, 35.3437,  193872,  435647,    2714,     806,
104, 990414,  625, 2135,  1,   25,  0.122, 35.3508,  192641,  406018,    2596,     723,
104, 990414,  625, 2135,  1,   45,  0.129, 35.3436,  200895,  405919,    2714,     888,
104, 990414,  625, 2135,  1,   75,  0.162, 35.3431,  192676,  401390,    2186,     624,
104, 990414,  625, 2135,  1,  100,  0.181, 35.3486,  172894,  411127,    2450,     773,
104, 990414,  625, 2135,  1,  125,  0.268, 35.3676,   96261,  395047,    1561,     312,
104, 990414,  625, 2135,  1,  150,  0.233, 35.4073,   54445,  348266,      84,    1009,
105, 990510,  525, 1940,  1,    5,  0.089, 35.3749,  155210,  431958,    2260,    1155,
105, 990510,  525, 1940,  1,   25,  0.087, 35.3718,  157588,  442440,    2205,    1218,
105, 990510,  525, 1940,  1,   45,  0.096, 35.3681,  180369,  601460,    2500,    1027,
105, 990510,  525, 1940,  1,   75,  0.142, 35.3864,  214784,  456294,    2735,    1055,
105, 990510,  525, 1940,  1,  100,  0.105, 35.3776,  162065,  513510,    2097,    1255,
105, 990510,  525, 1940,  1,  125,  0.099, 35.3596,  173988,  547790,    2960,    1207,
105, 990510,  525, 1940,  2,    5,  0.094, 35.3724,      -9,      -9,      -9,      -9,
105, 990510,  525, 1940,  2,   25,  0.095, 35.3739,      -9,      -9,      -9,      -9,
106, 990714,  602, 1935,  1,    5,  0.084, 34.9527,  172479,  428856,    1188,    1188,
106, 990714,  602, 1935,  1,   25,  0.083, 34.9505,  150075,  440782,    1401,     692,
106, 990714,  602, 1935,  1,   45,  0.085, 34.9574,  101764,  480200,    1049,    1333,
106, 990714,  602, 1935,  1,   75,  0.175, 35.0142,  226748,  445274,    2735,     879,
106, 990714,  602, 1935,  1,  100, -9.000, 34.9951,  159966,  429761,    1163,     475,
106, 990714,  602, 1935,  1,  125,  0.226, 35.2060,   56864,  308642,     276,     179,
106, 990714,  602, 1935,  1,  150,  0.146, 35.2712,   28526,  316188,     244,     244,
106, 990714,  602, 1935,  1,  175,  0.123, 35.3940,   19361,  402683,     229,     180,
107, 990814,  530, 1943,  1,    5,  0.099, 35.2094,  148895,  342906,      66,     820,
107, 990814,  530, 1943,  1,   25,  0.087, 35.2082,  145894,  315440,      49,     674,
107, 990814,  530, 1943,  1,   45,  0.126, 35.2201,  181054,  337967,     182,     859,
107, 990814,  530, 1943,  1,   75,  0.194, 35.1331,  154910,  276915,    1001,    1001,
107, 990814,  530, 1943,  1,  100,  0.230, 35.1160,  107531,  290586,    2367,    1893,
107, 990814,  530, 1943,  1,  125,  0.076, 34.8800,   11829,  154649,    2375,     549,
107, 990814,  530, 1943,  1,  150,  0.026, 34.8487,   13429,  133806,     324,      97,
108, 991015,  614, 1800,  1,    5,  0.078, 35.1210,  187528,  435453,     774,     362,
108, 991015,  614, 1800,  1,   25,  0.069, 35.1074,  191208,  479411,     939,     593,
108, 991015,  614, 1800,  1,   45,  0.089, 35.1297,  205555,  483796,     838,     624,
108, 991015,  614, 1800,  1,   75,  0.140, 35.1648,  235416,  434314,    1296,     230,
108, 991015,  614, 1800,  1,  100,  0.229, 35.2869,   82040,  337069,     228,     260,
108, 991015,  614, 1800,  1,  125,  0.113, 35.2699,   30899,  248987,      16,     130,
108, 991015,  614, 1800,  1,  150,  0.063, 35.2794,   40838,  264441,     260,     179,
109, 991109,  637, 1830,  1,    5,  0.106, 35.3223,  222652,  424587,    1235,     708,
109, 991109,  637, 1830,  1,   25,  0.096, 35.3202,  201472,  432129,    1496,     625,
109, 991109,  637, 1830,  1,   45,  0.092, 35.3282,  213198,  480753,    1103,     592,
109, 991109,  637, 1830,  1,   75,  0.143, 35.2548,  226460,  410605,    1760,     576,
109, 991109,  637, 1830,  1,  100,  0.155, 35.2997,  196335,  394197,    1444,     591,
109, 991109,  637, 1830,  1,  125,  0.151, 35.2839,   43292,  230272,      32,     308,
109, 991109,  637, 1830,  1,  150,  0.082, 35.2409,   18913,  237201,      48,      81,
110, 991215,  540, 1810,  1,    5,  0.119, 35.2043,  282108,  453880,    4788,     642,
110, 991215,  540, 1810,  1,   25,  0.113, 35.2032,  242124,  449750,    2728,     707,
110, 991215,  540, 1810,  1,   45,  0.129, 35.2451,  252957,  447177,    3795,     559,
110, 991215,  540, 1810,  1,   75,  0.160, 35.2124,  220901,  431895,    3319,     526,
110, 991215,  540, 1810,  1,  100,  0.217, 35.1509,   56430,  375820,      65,     422,
110, 991215,  540, 1810,  1,  125,  0.116, 35.1879,   50761,  281938,     550,     113,
110, 991215,  540, 1810,  1,  150,  0.027, 35.1549,   10735,  207220,     161,      16,
110, 991215,  540, 1810,  1,  175,  0.039, 35.0032,   39147,  228420,     807,     113,
111, 000203,  631, 1845,  1,    5,  0.068, 35.3617,  132848,  399295,    3255,     458,
111, 000203,  631, 1845,  1,   25,  0.077, 35.3765,  163070,  398539,    4503,     310,
111, 000203,  631, 1845,  1,   45,  0.092, 35.3843,  168963,  379699,    4414,     295,
111, 000203,  631, 1845,  1,   75,  0.128, 35.3852,  211132,  399969,    4571,     510,
111, 000203,  631, 1845,  1,  100,  0.157, 35.3261,  137902,  383020,    2678,     376,
111, 000203,  631, 1845,  1,  125,  0.138, 35.1748,   40572,  254460,       0,      49,
111, 000203,  631, 1845,  1,  150,  0.058, 35.0975,   28465,  233689,     469,     146,
111, 000203,  631, 1845,  1,  175,  0.021, 35.0175,    1614,  183817,      16,       0,
111, 000203,  631, 1845,  2,   25,  0.085, 35.3951,      -9,      -9,      -9,      -9,
111, 000203,  631, 1845,  2,   45,  0.122, 35.3948,      -9,      -9,      -9,      -9,
112, 000301,  708, 1900,  1,    5,  0.077, 35.2144,  173461,  441033,    1496,     953,
112, 000301,  708, 1900,  1,   25,  0.083, 35.2082,  174477,  431163,    1444,     853,
